,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
15,PpECwr15oQQ,17.14.11,Cocovoit - M comme,Cocovoit,23,2017-11-13T17:16:37.000Z,"cocovoit""|""et bim""|""humour""|""covoiturage""|""drôle""|""alphabet""|""racisme""|""musulman""|""france""|""français""|""fn""|""sketch""|""comme""|""ambroise carminati""|""mehdi ortelsberg""|""jules dousset""|""bastien ughetto""|""andréa vistoli""|""voiture""|""préjugé""|""alger""|""allah akbar""|""peur""|""terrorisme",55313,4153,97,396,https://i.ytimg.com/vi/PpECwr15oQQ/default.jpg,False,False,False
16,ZTTpRHC5ZH4,17.14.11,Une nouvelle lune - La Petite Mort #4,Studio 4,23,2017-11-12T14:00:02.000Z,"nouvelles écritures""|""studio 4""|""france télévisions""|""série""|""websérie""|""simon astier""|""brigitte lecordier""|""monsieur poulpe""|""davy mourier""|""constance""|""kaycie chase""|""fily keita""|""animation""|""la petite mort""|""humour noir",172608,8163,95,237,https://i.ytimg.com/vi/ZTTpRHC5ZH4/default.jpg,False,False,False
17,RpEJCznFreQ,17.14.11,FAIRE UNE GLACE ROULÉE (sans machine),Alexandre Calvez,26,2017-11-12T18:00:02.000Z,"Alexandre Calvez""|""Crash Test""|""Alexandre""|""Calvez""|""Tests""|""faire une glace roulée""|""ice roll""|""diy glace roulée""|""alex calvez crash test""|""machine à glace roulée""|""rolled ice cream""|""rolled ice cream at home""|""glace roulée à la maison""|""capsules alexandre calvez",373013,23645,411,813,https://i.ytimg.com/vi/RpEJCznFreQ/default.jpg,False,False,False
18,tsMw-VMUtNU,17.14.11,Kid Barely Avoids Getting Run Over by Trailer in Norway,Pirateay,24,2017-11-11T18:38:02.000Z,"near accident""|""safety""|""danger""|""volvo brakes""|""trailer""|""accident",79611,56,4,25,https://i.ytimg.com/vi/tsMw-VMUtNU/default.jpg,False,False,False
19,hdOzPPa_bFY,17.14.11,JE SUIS PASSÉ À LA TÉLÉ ! (VOS VIDÉOS FOND VERT #2),Panormal,20,2017-11-13T02:49:46.000Z,[none],255349,20069,245,950,https://i.ytimg.com/vi/hdOzPPa_bFY/default.jpg,False,False,False
20,7779JdxVAg0,17.14.11,"10 FILMS que LES PARENTS CROYAIENT ÊTRE pour ENFANTS, ALORS que NON | Lama Faché",Lama Faché,24,2017-11-12T15:59:38.000Z,"dessin animé""|""disney""|""top 10""|""top 5""|""top10""|""listes""|""lama faché""|""films""|""cinéma""|""acteur""|""incroyable""|""bande annonce""|""nouveau film""|""seance cinema""|""curiosité""|""10 plus""|""tendances""|""faits""|""videos droles",653398,27773,2778,3976,https://i.ytimg.com/vi/7779JdxVAg0/default.jpg,False,False,False
21,c0YARs-b5rc,17.14.11,NE DITES PAS ÇA À SIRI (SIRI HANTE MA MAISON),Apple Station,28,2017-11-12T18:42:09.000Z,"apple""|""station""|""tech""|""high""|""hitech""|""itech""|""tuto""|""tutoriel""|""review""|""revue""|""fr""|""français""|""suisse""|""ch",152390,4666,1668,1335,https://i.ytimg.com/vi/c0YARs-b5rc/default.jpg,False,False,False
22,BdUdHk80Z7U,17.14.11,J'ai pas lavé ma piscine depuis 30 ans...,CoD Forlan,24,2017-11-12T19:39:30.000Z,"reaction""|""piscine""|""piscine gonflable""|""piscine naturelle""|""piscine sale""|""nettoyer sa piscine""|""piscine verte""|""piscine algues""|""piscine algues vertes""|""plongeon""|""plongeon piscine""|""plonger""|""plat""|""plat piscine""|""compilation""|""piscine noir""|""piscine qui casse""|""piscine qui se vide""|""piscine fail""|""piscine verte que faire""|""plonger dans une piscine sale",321090,36515,3354,13845,https://i.ytimg.com/vi/BdUdHk80Z7U/default.jpg,False,False,False
23,1ZAPwfrtAFY,17.14.11,The Trump Presidency: Last Week Tonight with John Oliver (HBO),LastWeekTonight,24,2017-11-13T07:30:00.000Z,"last week tonight trump presidency""|""last week tonight donald trump""|""john oliver trump""|""donald trump",2418783,97192,6146,12703,https://i.ytimg.com/vi/1ZAPwfrtAFY/default.jpg,False,False,False
24,Wbbj4oZ-Wmo,17.14.11,[Zap Télé] LA FIN DE L'INTELLIGENCE (13/11/17),Zap Télé,24,2017-11-13T11:08:25.000Z,"robot""|""demain tous crétins""|""intelligence artificielle""|""apocalypse""|""fin du monde""|""transgenre""|""christine angot""|""jérémy ferrari""|""sophia""|""ferrariland""|""zapping""|""dernier zapping""|""zap tele""|""zap-tele""|""zaptele""|""zaptele.com""|""zappings""|""zapping aujourdh'ui""|""zap""|""zap actu""|""zap télévision""|""zapping tele",72519,689,23,362,https://i.ytimg.com/vi/Wbbj4oZ-Wmo/default.jpg,False,False,False
25,PKBfGeMSTb4,17.14.11,Je change la ligne d'échappement de ma C63s AMG !!,GMK,2,2017-11-13T16:00:07.000Z,"GMK001""|""GMK""|""Maroun""|""Kikano""|""C63""|""AMG""|""camouflage""|""Camo""|""Sound""|""Top""|""speed""|""C63s""|""Ligne échappement""|""Mercedes",166132,13758,156,1042,https://i.ytimg.com/vi/PKBfGeMSTb4/default.jpg,False,False,False
26,avNyRo2Vd9U,17.14.11,10 RECETTES DIY DE BAUME À LÈVRES À PARTIR DE BONBONS,Troom Troom FR,26,2017-11-13T13:00:01.000Z,"DIY""|""baume à lèvres maison""|""EOS""|""gommage""|""gommage pour les lèvres""|""Exfoliant pour les lèvres""|""Brillant à lèvres""|""Gloss à lèvres""|""fait maison""|""baume à lèvres diy",240158,6765,160,935,https://i.ytimg.com/vi/avNyRo2Vd9U/default.jpg,False,False,False
27,lQxGAH73DNE,17.14.11,"Le fascisme, c'est pas bien, par Usul",Mediapart,25,2017-11-13T11:33:32.000Z,"fascisme""|""racisme""|""extrême droite""|""manuel valls""|""emmanuel macron""|""marine le pen""|""printemps républicain""|""antisémitisme""|""capitalisme""|""hitler""|""nazis""|""national socialisme""|""social démocratie",49188,4835,362,914,https://i.ytimg.com/vi/lQxGAH73DNE/default.jpg,False,False,False
28,FGA3qaOl5SM,17.14.11,"NEYMAR craque, BENZEMA et les Bleus, RONALDO encore papa, EVRA...",Top Mercato,17,2017-11-13T16:00:01.000Z,"TopMercato""|""Foot""|""Football""|""Top Mercato""|""Karim Benzema""|""Cristiano Ronaldo""|""Neymar""|""Patrice Evra",160173,6226,82,424,https://i.ytimg.com/vi/FGA3qaOl5SM/default.jpg,False,False,False
29,exMNBvwCfRY,17.14.11,LES PIRES DOUBLAGES FRANÇAIS,SQUEEZIE,23,2017-11-10T18:25:25.000Z,"squeezie doublage""|""squeezie batman""|""squeezie doublage dragon ball""|""squeezie doublage animés""|""squeezie vidéo doublage""|""squeezie voix francaises",3641421,218587,5809,12649,https://i.ytimg.com/vi/exMNBvwCfRY/default.jpg,False,False,False
30,8YEGqrtsxBc,17.14.11,6 CRITIQUES OCT/NOV (Thor 3 / Carbone / Au Revoir Là Haut),INTHEPANDA,1,2017-11-12T12:59:45.000Z,"INTHEPANDA""|""INTHEPANDA CRITIQUE""|""INTHEPANDA CENDRILLON""|""INTHEPANDA ALADIN""|""NOUVELLES AVENTURES CENDRILLON""|""AU REVOIR LA HAUT""|""AU REVOIR LA HAUT INTHEPANDA""|""THOR INTHEPANDA""|""THOR 3 CRITIQUE""|""THOR RAGNAROK""|""CARBONE""|""CARBONE CRITIQUE""|""CARBONE INTHEPANDA""|""TOUT NOUS SEPARE""|""NEKFEU""|""SAW""|""JIGSAW""|""JIGSAW INTHEPANDA",102804,6306,179,421,https://i.ytimg.com/vi/8YEGqrtsxBc/default.jpg,False,False,False
31,7FOxuEaWm1k,17.14.11,L'OPEN SPACE SAISON 2 - KAARIS !!!,L'Open Space,24,2017-11-13T17:30:21.000Z,"L'Open Space""|""L'Open""|""Space""|""Josspace""|""Joospace""|""Josspace Open Space""|""Josspace Interview""|""Josspace Talkshow""|""Talkshow Open Space""|""KAARIS""|""Kebra""|""Dozo""|""Tchoin""|""Booba""|""Fianso""|""Kalash Criminel",89653,11224,74,542,https://i.ytimg.com/vi/7FOxuEaWm1k/default.jpg,False,False,False
32,Uq-eW_7xiAA,17.14.11,Et Si Tout L’air Disparaissait Pendant 30 Secondes ? (en 360s),Poisson Fécond,27,2017-11-11T17:04:23.000Z,"chris conte""|""poisson fécond""|""khundar""|""air""|""360""|""disparition""|""et si""|""pourquoi""|""oxygène""|""vide spatial",567108,36790,574,2495,https://i.ytimg.com/vi/Uq-eW_7xiAA/default.jpg,False,False,False
33,KBeILuk6Tzg,17.14.11,Le PIRE Électricien,Superconeri,23,2017-11-12T19:04:14.000Z,"le""|""pire""|""électricien""|""simple""|""allumage""|""comment""|""faire""|""comment faire""|""un simple allumage""|""va""|""et""|""vien""|""branchement""|""faire un va et vien""|""comment faire un simple allumage""|""brancher un interrupteur""|""Comment brancher un interrupteur""|""Comment raccorder""|""Électricité",269993,15354,289,884,https://i.ytimg.com/vi/KBeILuk6Tzg/default.jpg,False,False,False
34,tEvxCacYbFU,17.14.11,Clyde Vanilla #9 - L'Être Primordial,MrAntoineDaniel,23,2017-11-12T17:59:40.000Z,"clyde""|""vanilla""|""antoine""|""daniel""|""mrantoinedaniel""|""antoinedaniel""|""wendoh""|""metawendoh""|""série""|""audio""|""saga""|""mp3""|""fiction""|""épisode""|""neuf""|""être""|""primordial""|""catwood""|""archiford""|""moustachios""|""diesel""|""ariane""|""aliénor""|""joseph""|""personnenelislestags""|""ninécoutecettesérie",129864,12564,461,1725,https://i.ytimg.com/vi/tEvxCacYbFU/default.jpg,False,False,False
35,o-y6Q0bANm4,17.14.11,Côte d'Ivoire vs Maroc 0 - 2,Ayoub Hamraoui,17,2017-11-11T19:51:24.000Z,"Équipe Nationale du Maroc""|""Côte d'Ivoire""|""Éliminatoires de la coupe du monde 2018""|""Coupe du monde 2018""|""Nabil Dirar""|""Mehdi Benatia",265303,1475,110,273,https://i.ytimg.com/vi/o-y6Q0bANm4/default.jpg,False,False,False
36,Cu_I5qtYqaw,17.14.11,"ARGENT, HATER, PLACEMENT de PRODUIT : LE POINT SUR YOUTUBE / Maud Bettina-Marie",Maud Bettina-Marie,23,2017-11-12T18:00:00.000Z,"humour""|""drole""|""gag""|""sketch""|""chanson""|""clip""|""musique""|""youtube""|""placement de produit""|""hater""|""argent youtubeur""|""argent""|""youtubeur",117799,14369,95,860,https://i.ytimg.com/vi/Cu_I5qtYqaw/default.jpg,False,False,False
37,anvZCeVIOCg,17.14.11,LES PERLES DU NET: Quand la PRISON te rend FOU !!!,DeTeNTe Tv Zap,24,2017-11-12T20:00:01.000Z,"zap""|""clash""|""2016""|""clashtv""|""grosclash""|""clash2016""|""zapping20162016""|""islam""|""sarkozy""|""valss""|""hollande""|""presidentiel""|""booba""|""clashdebat""|""debat""|""tpmp""|""lemag""|""nrj12""|""d8""|""replay""|""reportage""|""jayz""|""niska""|""BEST OF",160820,2453,162,323,https://i.ytimg.com/vi/anvZCeVIOCg/default.jpg,False,False,False
38,EM0p9NFhDdo,17.14.11,8 MOIS SANS ABDOS... LE RÉSULTAT !,Karoline.Ro,17,2017-11-13T16:00:01.000Z,"abdos""|""maigrir""|""bras""|""perte""|""poids""|""intérieur""|""extreme""|""cuisses""|""musculation""|""mensurations""|""transformation""|""sèche""|""sécher""|""gras""|""training""|""booty""|""fessiers""|""hiit""|""brûle""|""graisse""|""cardio""|""Fitness""|""fitgirl""|""muscles""|""fit""|""motivation""|""perdre""|""poignées""|""d’amour""|""hanches""|""culotte""|""cheval""|""muscu""|""healthy""|""journée""|""assiette""|""diet""|""mincir""|""jambes""|""ventre""|""plat""|""muscler""|""affiner""|""tonifier""|""routine""|""workout""|""bikini""|""karoline.ro""|""karoline""|""french""|""française""|""fitnessgirl""|""karofitbook",15624,1961,14,368,https://i.ytimg.com/vi/EM0p9NFhDdo/default.jpg,False,False,False
39,2rciAnKuVdM,17.14.11,"Quand le WU-TANG découvre Booba, PNL, Nekfeu et Niska",Les Inrockuptibles,10,2017-11-13T17:05:34.000Z,"Wu Tang""|""Nekfeu""|""Booba""|""Niska""|""PNL""|""Gracy Hopkins""|""Les Inrocks""|""Rap français""|""Wu Tang Clan""|""Paris",35870,1343,48,229,https://i.ytimg.com/vi/2rciAnKuVdM/default.jpg,False,False,False
40,redJOfQQlhg,17.14.11,LA MUSCULE : LE PATRON (EP9) - Bodytime,Bodytime,17,2017-11-12T17:00:09.000Z,"bodytime""|""alex pj""|""LA MUSCULE : LE PATRON (EP9) - Bodytime""|""la muscule bodytime""|""bodytime la muscule""|""alex pj muscule""|""alex muscule""|""pj muscule",161866,8459,292,193,https://i.ytimg.com/vi/redJOfQQlhg/default.jpg,False,False,False
41,QbBNjjZthsg,17.14.11,8 PIRES OBJETS de BATMAN,Trash,24,2017-11-12T15:30:00.000Z,"pires objets""|""batman""|""gadget""|""silver age""|""dark sasuke""|""pires objets de batman""|""objets""|""batarang""|""batmobile""|""batman robin",294947,16263,294,1678,https://i.ytimg.com/vi/QbBNjjZthsg/default.jpg,False,False,False
42,L-ixmHzXl3w,17.14.11,"Si vous voyez ceci en forêt, courez vite et demandez de l'aide!",Dr Bot,27,2017-11-10T18:36:15.000Z,"dr bot""|""docteur bot""|""top 10""|""bete""|""animal""|""animaux""|""faits intéressants""|""faits sur les animaux""|""faits sur la Terre""|""animaux uniques""|""animaux étranges""|""animaux étranges capturés sur bande""|""animaux étranges qui existent vraiment""|""faits réels""|""chenille""|""abeille africanisée""|""araignée errante brésilienne""|""mouche tsé-tsé""|""méduse de boîte""|""incroyable""|""mystere""|""secret""|""listes""|""top 5""|""top""|""les plus""|""secrets caches""|""les pires""|""tendances""|""10 personnes""|""meilleur""|""curiosités""|""découverte""|""voyage""|""faits",1388115,17378,6835,1517,https://i.ytimg.com/vi/L-ixmHzXl3w/default.jpg,False,False,False
43,iNF0Zoo_9FI,17.14.11,Les Marseillais VS Le Reste du Monde 2 - Episode 52 HD - 13 Novembre 2017,Daily Snap,22,2017-11-13T20:19:29.000Z,"Les Marseillais VS Le reste du monde 2 episode 52""|""les marseillais""|""episode 52",84521,2286,80,523,https://i.ytimg.com/vi/iNF0Zoo_9FI/default.jpg,False,False,False
44,a0TDcLkTdiM,17.14.11,FOOTBALL VS VTT TRIAL (feat AURELIEN FONTENOY),Footstyle TV,17,2017-11-12T08:57:42.000Z,"footstyle""|""foot""|""football""|""freestyle""|""vtt""|""trial""|""aurelien""|""fontenoy""|""défi""|""vs",173226,7044,134,355,https://i.ytimg.com/vi/a0TDcLkTdiM/default.jpg,False,False,False
45,hQ0RcXSNKPM,17.14.11,COMMENT ASSOMMER UN POTE EN 4 COUPS ?,gamepley,20,2017-11-12T16:00:05.000Z,"guillaume pley""|""guillaume play""|""guillaume pley nrj""|""guillaume pley vidéo""|""guillaume radio vidéo""|""guillaume radio 2.0""|""guillaume radio sur nrj""|""vidéo défi""|""challenge""|""défis""|""défi""|""entre pote""|""entre potes""|""entre amis""|""ami""|""test""|""crash""|""oeuf""|""jet""|""choc""|""prank""|""cam cachée""|""caméra cachée""|""julien le stagiaire""|""gamepley""|""gameplay""|""flo des cadeaux""|""aude""|""frisbee""|""freesbi""|""freesbee""|""ko""|""assomer""|""tuer""|""stunt""|""drôle""|""blague""|""humour""|""humor""|""joke""|""rire""|""fou""|""fou rire""|""énorme""|""poubelle""|""julien""|""flo""|""guillaume",207278,8984,482,283,https://i.ytimg.com/vi/hQ0RcXSNKPM/default.jpg,False,False,False
46,iKB0e3wL2Y4,17.14.11,LA MEILLEURE PLAYLIST 2017,NAMOR*,23,2017-11-12T16:36:20.000Z,"humour""|""NAMOR""|""NAMOR RAP""|""NAMOR PLAYLIST""|""PLAYLIST RAP""|""DTF""|""PNL""|""NISKA""|""DAMSO""|""DAMSO MUCH DINERO",161552,14663,554,1099,https://i.ytimg.com/vi/iKB0e3wL2Y4/default.jpg,False,False,False
47,qrj0hChVji4,17.14.11,LE CLOWN TUEUR VOLE LE McDonald's DE GAMEMIXTREIZE ET MOMO !!,TAREKENIRL,22,2017-11-13T17:04:46.000Z,"Tarekenirl""|""tarek en irl""|""Tarek""|""en""|""IRL""|""mcdonald's""|""mcdonald""|""drive""|""degustation McDonald's""|""degustation mcdo""|""degustation fast food""|""manger mcdo""|""mcdo""|""clown tueur""|""clown""|""tueur""|""killer""|""killer clown""|""killer clown prank""|""kids driving cars""|""gamemixtreize""|""gmt""|""momo""|""effrayant""|""vidéos clowns tueurs""|""clowns 2017""|""ca tourne mal""|""gone wrong",74384,6123,256,1221,https://i.ytimg.com/vi/qrj0hChVji4/default.jpg,False,False,False
48,8o6Yn4-7o-o,17.14.11,Alrima - TAHIA MAGHREB,Alrima Officiel,22,2017-11-11T22:08:25.000Z,"Alrima""|""alrimaofficiel""|""l'histoire commence""|""rap""|""français""|""tahia maghreb""|""allez allez""|""maroc""|""football",508175,25919,1006,2433,https://i.ytimg.com/vi/8o6Yn4-7o-o/default.jpg,False,False,False
49,Vrfq5pIQJ-s,17.14.11,شاهد..لحظة تلقي رونار اتصالا من الملك محمد السادس بعد الفوز,alyaoum24,24,2017-11-11T20:21:32.000Z,"اليوم 24""|""الريف""|""الحسيمة""|""فيديو""|""ريال""|""مدريد""|""برشلونة""|""الرجاء""|""الوداد""|""المغرب""|""الفوز""|""محمد السادس""|""الملك""|""رونار",2990802,23443,2244,3420,https://i.ytimg.com/vi/Vrfq5pIQJ-s/default.jpg,False,False,False
50,FuJgxV9h_Zc,17.14.11,Expérience Sociale #49: ALTRUISME vs. IGNORANCE,Would You React ?,27,2017-11-13T16:03:39.000Z,"altruiste""|""experience social""|""partager""|""wouldyoureact""|""bois de la cambre""|""châlet robinson""|""vélo""|""actrice",57030,4315,59,620,https://i.ytimg.com/vi/FuJgxV9h_Zc/default.jpg,False,False,False
51,783GObTk-I4,17.14.11,لن تصدق ماذا فعل المغاربة و التونسيين و الجزائريين بفرنسا بعد فوز المنتخب المغربي,Boujemaa Tv,24,2017-11-11T23:56:50.000Z,"vlogs""|""marocain المغرب ضد كوتديفوار ساحل العاج أهداف مقابلة رد فعل الإعلام",424161,7159,506,1688,https://i.ytimg.com/vi/783GObTk-I4/default.jpg,False,False,False
52,Ia2WpQVP8lI,17.14.11,DJ Hamida feat. Orchestre Tiiwtiiw - Les Marocains en Russie (world cup 2018 Russia),DJHAMIDAOFFICIEL,10,2017-11-11T20:37:40.000Z,"DJ hamida""|""TiiwTiiw""|""maroc""|""lion de l'atlas""|""coupe du monde""|""football""|""Russie""|""Russia""|""World Cup 2018""|""Djhamida""|""marocains en russie""|""Lartiste""|""Zouhair Bahaoui""|""Benatia""|""Hervé Renart""|""aymane serhani""|""aminux""|""cheba maria""|""momo hit radio""|""leck""|""la fouine""|""7ari""|""alrima""|""cravata",457870,18399,415,790,https://i.ytimg.com/vi/Ia2WpQVP8lI/default.jpg,False,False,False
53,dVR7h99fZGc,17.14.11,Ring Bearer Tosses Pillow,RM Videos,23,2017-09-27T00:59:31.000Z,"Viral""|""Video""|""Epic",190246,144,183,49,https://i.ytimg.com/vi/dVR7h99fZGc/default.jpg,False,False,False
54,DhRyv2Ccupw,17.14.11,Moha La Squale - T'étais où? (Clip HD),KC 34500,10,2017-11-12T17:11:39.000Z,Moha La Squale t'étais où la banane 75020 bendero KC 34500,209283,7336,118,440,https://i.ytimg.com/vi/DhRyv2Ccupw/default.jpg,False,False,False
55,qhanFhnOLsY,17.14.11,"TRUMP, CHINE, ARABIE SAOUDITE... RÉSUMÉ DES 5 ACTUS DE LA SEMAINE #3",HugoDécrypte,25,2017-11-12T19:27:44.000Z,"hugodécrypte""|""hugo décrypte""|""hugo travers""|""résumé actualité""|""actualité résumée""|""politique""|""paradise papers""|""actu""|""france""|""monde""|""liban""|""arabie saoudite""|""emirats arabes unis""|""emirats""|""arabes""|""unis""|""trump""|""donald trump""|""russie""|""trump chine""|""donald trump chine""|""trump asie""|""louvre""|""musée du louvre""|""abu dhabi""|""abu dabi""|""5 actualités de la semaine",35231,3317,39,406,https://i.ytimg.com/vi/qhanFhnOLsY/default.jpg,False,False,False
56,gXyP-w4nDyM,17.14.11,Jazz en PLEINE CRISE DE LARMES: son CHIEN A ÉTÉ VOLÉ...,Mag Influenceurs,22,2017-11-12T20:56:14.000Z,"maginfluenceurs""|""jazz""|""laurent""|""chelsea""|""bébé""|""story""|""snapchat""|""zozo",30296,63,10,8,https://i.ytimg.com/vi/gXyP-w4nDyM/default.jpg,False,False,False
57,68F0uL6Z8-Y,17.14.11,مع نوفل العواملة من الملعب بكاء هيرفي رونارد و تصريح اللاعبين,كووورة مغربية وعالمية,17,2017-11-11T20:42:58.000Z,"مباراة المغرب والكوت ديفوار""|""اهداف المغرب والكوت ديفوار""|""مباراة المغرب والكوت ديفوار اليوم""|""ملخص المغرب والكوت ديفوار""|""ملخص مباراة المغرب والكوت ديفوار""|""تحليل مباراة المغرب والكوت ديفوار",404120,2179,370,442,https://i.ytimg.com/vi/68F0uL6Z8-Y/default.jpg,False,False,False
58,aBQSNL4DymI,17.14.11,l'Indépendance de la Catalogne ?,Dave Sheik,27,2017-11-13T10:47:04.000Z,"Carles Puigdemont""|""Mariano Rajoy""|""referundum""|""espagne""|""indépendence""|""manifestation""|""indépendantistes""|""Catalan",45311,4115,101,577,https://i.ytimg.com/vi/aBQSNL4DymI/default.jpg,False,False,False
